-11.4 -0.8
coronene
24 30 30
1 2
1 19
2 3
3 4
4 5
5 20
5 6
6 7
7 8
7 21
8 9
9 10
10 11
10 22
11 12
12 13
13 14
13 23
14 15
15 16
16 17
16 24
17 18
18 1
19 20
20 21
21 22
22 23
23 24
24 19
